CODCLI;VENDAS;DATA
684;0;06/11/2013
199;124,55;30/10/2013
1167;458,61;11/11/2013
1576;154,5;29/10/2013
179;949,5;06/11/2013
1481;0;28/10/2013
132;633;06/11/2013
1467;372;11/11/2013
611;270,479;11/11/2013
716;335;08/11/2013
611;386,1;29/10/2013
142;874,699;07/11/2013
410;78;08/11/2013
1144;230;11/11/2013
1114;358,5;04/11/2013
1546;63;06/11/2013
1171;209,179;11/11/2013
1167;422,33;08/11/2013
39;7,96;11/11/2013
120;591,5;06/11/2013
5;0;08/11/2013
434;364,19;30/10/2013
174;316,5;06/11/2013
338;576,08;31/10/2013
559;1332,97;11/11/2013
1236;483;30/10/2013
123;1223,1;01/11/2013
1213;560,04;07/11/2013
39;375;08/11/2013
1233;410,01;29/10/2013
5;1076,7;05/11/2013
423;220,55;04/11/2013
1114;537,74;28/10/2013
684;266,7;04/11/2013
459;51,5;01/11/2013
1616;841,15;05/11/2013
431;553,4;06/11/2013
15;460,78;30/10/2013
1480;270,7;31/10/2013
410;265;06/11/2013
15;227,2;06/11/2013
1447;1403,5;07/11/2013
1144;536;28/10/2013
459;55;08/11/2013
1220;266;11/11/2013
1144;406,9;04/11/2013
410;260;06/11/2013
958;150;29/10/2013
1616;940,978;13/11/2013
294;821;14/11/2013
410;645,4;14/11/2013
1627;392,474;27/11/2013
1256;311,47;14/11/2013
1033;412,324;13/11/2013
1213;0;19/11/2013
824;871,202;28/11/2013
462;148;28/11/2013
39;850;28/11/2013
1253;317,68;28/11/2013
1144;447,64;28/11/2013
459;38;19/11/2013
410;11643,7;28/11/2013
1616;164;21/11/2013
410;556;18/11/2013
434;375,66;13/11/2013
684;730,32;12/11/2013
1114;241,8;25/11/2013
459;26;21/11/2013
685;530,07;12/11/2013
1114;236,8;12/11/2013
431;257,5;19/11/2013
410;1663,35;19/11/2013
262;160,2;25/11/2013
1054;199,71;18/11/2013
1616;206,096;20/11/2013
1616;1004,92;20/11/2013
611;318,36;27/11/2013
459;104;14/11/2013
684;471,05;25/11/2013
1447;644,15;18/11/2013
765;337,02;19/11/2013
410;600,15;13/11/2013
39;530,888;13/11/2013
1462;328,332;26/11/2013
459;140;26/11/2013
716;731,05;26/11/2013
611;245,77;20/11/2013
434;330,15;20/11/2013
1033;187;20/11/2013
1213;1444,92;19/11/2013
459;52,2;20/11/2013
963;172,8;20/11/2013
1467;295,18;21/11/2013
1171;234,8;18/11/2013
684;248,127;21/11/2013
1481;296,55;22/11/2013
434;700;22/11/2013
338;727,48;22/11/2013
142;170,698;21/11/2013
1481;196,06;13/11/2013
17;728,31;18/11/2013
559;178,8;22/11/2013
824;744,69;21/11/2013
39;440;21/11/2013
39;72;26/11/2013
1628;669;26/11/2013
15;185,7;26/11/2013
1167;478,62;25/11/2013
1467;53,6;27/11/2013
338;747,77;14/11/2013
1616;235,85;13/11/2013
1513;63,14;14/11/2013
1144;431;18/11/2013
434;484,77;27/11/2013
684;408,85;18/11/2013
1631;973,44;26/11/2013
1627;193;19/11/2013
1226;538,64;13/11/2013
10;1853,03;18/11/2013
1134;250,59;25/11/2013
410;690;14/11/2013
410;190;14/11/2013
1546;7,5;14/11/2013
1220;493,63;18/11/2013
1616;356,51;14/11/2013
410;234,3;26/11/2013
137;770,01;13/11/2013
799;288;25/11/2013
410;690;27/11/2013
410;4023,06;27/11/2013
1134;231;18/11/2013
142;1781,1;12/11/2013
824;1049,9;13/11/2013
1054;162,194;25/11/2013
39;44;27/11/2013
199;705,74;27/11/2013
459;26;16/11/2013
1256;395,99;25/11/2013
1033;343,8;27/11/2013
431;51,5;27/11/2013
5;170,8;21/11/2013
1576;547,4;18/11/2013
1171;270,628;25/11/2013
142;1843,9;26/11/2013
611;571,85;18/11/2013
740;216;19/11/2013
559;83;20/11/2013
1631;162,8;27/11/2013
423;191,65;27/11/2013
1616;1667,71;27/11/2013
39;440;29/11/2013
765;513,05;03/12/2013
1481;195,52;09/12/2013
423;173,27;09/12/2013
1517;515;03/12/2013
1054;384,506;03/12/2013
684;696,81;09/12/2013
1144;458,57;02/12/2013
123;453,5;04/12/2013
684;410,794;02/12/2013
1144;477,05;09/12/2013
1054;167,288;09/12/2013
1631;442,4;10/12/2013
1576;512,4;10/12/2013
338;892,25;30/11/2013
17;848,25;02/12/2013
1546;16,64;04/12/2013
123;805;10/12/2013
1179;166,5;02/12/2013
1809;420;05/12/2013
672;244,014;11/12/2013
179;1283;04/12/2013
459;40,47;07/12/2013
112;204,5;05/12/2013
1490;1150;13/12/2013
1816;2530;13/12/2013
1481;158,76;29/11/2013
968;893,19;02/12/2013
150;204,5;04/12/2013
120;676,5;04/12/2013
1033;255,31;11/12/2013
611;439,71;12/12/2013
892;326,4;29/11/2013
10;2033,18;02/12/2013
1213;267,68;12/12/2013
824;578,5;05/12/2013
338;880,34;13/12/2013
1546;136,1;13/12/2013
824;502,4;12/12/2013
142;717;13/12/2013
459;155;13/12/2013
25;815,1;02/12/2013
195;168;11/12/2013
12;357,9;05/12/2013
1233;159,777;05/12/2013
459;55;05/12/2013
1616;773,72;05/12/2013
434;147;02/12/2013
1171;218,8;09/12/2013
716;239,28;03/12/2013
1447;2030,46;04/12/2013
1226;1372,52;09/12/2013
765;676,5;10/12/2013
1033;328,6;04/12/2013
1134;358,998;09/12/2013
410;270;09/12/2013
685;732;05/12/2013
142;1489,65;05/12/2013
1256;246,94;11/12/2013
199;375,79;10/12/2013
1798;68,34;03/12/2013
1576;271,01;03/12/2013
1627;152,5;11/12/2013
1616;720,88;11/12/2013
462;1258;10/12/2013
5;262,9;10/12/2013
434;475,06;11/12/2013
1179;142,29;02/12/2013
1816;642;11/12/2013
1220;474;09/12/2013
716;50;11/12/2013
716;51,1;02/12/2013
1453;754,097;04/12/2013
740;310;10/12/2013
1331;405,5;12/12/2013
1114;326,4;13/12/2013
438;276,408;02/12/2013
1480;197,12;02/12/2013
716;155;03/12/2013
1054;1350;09/12/2013
1546;6,19;03/12/2013
463;55;12/12/2013
1226;39,75;12/12/2013
39;1754,13;30/11/2013
1114;180,5;02/12/2013
1171;270,98;02/12/2013
1220;621;02/12/2013
1480;267,3;04/12/2013
684;330,599;06/12/2013
685;1074;12/12/2013
1054;312,8;02/12/2013
39;820;02/12/2013
1167;310,571;09/12/2013
431;430;11/12/2013
459;125;04/12/2013
132;678;04/12/2013
338;637,13;07/12/2013
122;582,8;04/12/2013
174;204,5;04/12/2013
142;484,9;12/12/2013
1213;582,02;05/12/2013
1546;53,75;04/12/2013
434;339,63;04/12/2013
1462;162;09/12/2013
410;4244;13/12/2013
1114;270;04/12/2013
137;760;10/12/2013
1627;313,59;04/12/2013
559;1858,92;03/12/2013
410;85,5;17/12/2013
1220;605,5;23/12/2013
1054;1042,501;23/12/2013
423;151,92;23/12/2013
459;140;20/12/2013
463;281,52;23/12/2013
1171;182,46;16/12/2013
434;309,24;20/12/2013
1256;90,54;24/12/2013
958;150;18/12/2013
459;56;21/12/2013
463;30;24/12/2013
123;330;24/12/2013
685;109,7;13/12/2013
431;513;17/12/2013
765;426,24;26/12/2013
1114;197,7;18/12/2013
1816;4069,45;19/12/2013
684;953,45;16/12/2013
410;2990,14;26/12/2013
740;279,6;26/12/2013
459;56,21;14/12/2013
1517;603,204;19/12/2013
1233;28,5;18/12/2013
1033;459,3;26/12/2013
497;360,86;31/12/2013
1213;2143,56;19/12/2013
497;156,4;14/12/2013
25;314,32;30/12/2013
410;11416,75;30/12/2013
137;392,85;17/12/2013
1462;146,36;26/12/2013
1447;1942;19/12/2013
39;644;26/12/2013
5;199,5;14/12/2013
716;349,5;26/12/2013
1453;431,1;26/12/2013
1616;3906,87;26/12/2013
423;151,37;16/12/2013
1213;0;19/12/2013
1179;166,5;30/12/2013
15;537,32;30/12/2013
741;349,5;26/12/2013
1054;534,06;30/12/2013
10;1007,01;17/12/2013
338;34;26/12/2013
17;1059,39;30/12/2013
294;619,374;16/12/2013
684;1277,669;30/12/2013
968;463,62;30/12/2013
5;199,5;27/12/2013
459;25,75;21/12/2013
1220;910,4;16/12/2013
1628;165;18/12/2013
716;11,76;21/12/2013
716;181,44;27/12/2013
1054;330,38;16/12/2013
1167;877,844;20/12/2013
685;240;23/12/2013
434;538;26/12/2013
410;1265,2;20/12/2013
1467;224;26/12/2013
15;287,25;16/12/2013
199;743,6;20/12/2013
39;886;20/12/2013
1233;286,03;17/12/2013
684;849,58;23/12/2013
611;240,98;27/12/2013
459;55;27/12/2013
1447;1995,85;17/12/2013
1033;316,6;18/12/2013
1134;259,2;16/12/2013
1134;261,95;30/12/2013
1256;44,29;30/12/2013
1481;286,04;16/12/2013
1054;331,81;23/12/2013
15;273;23/12/2013
1576;381,9;23/12/2013
1628;1115,4;18/12/2013
120;690;26/12/2013
179;1035;26/12/2013
132;690;26/12/2013
174;690;26/12/2013
150;345;26/12/2013
122;690;26/12/2013
12;345;26/12/2013
459;25,75;18/12/2013
431;140;23/12/2013
716;236,27;16/12/2013
142;1389,9;18/12/2013
10;1047,96;30/12/2013
459;48;18/12/2013
497;300,06;13/12/2013
1236;315;16/12/2013
39;858;17/12/2013
437;1907;20/12/2013
142;386,3;23/12/2013
716;161,28;27/12/2013
497;130;16/12/2013
137;330;18/12/2013
434;328;18/12/2013
1179;179,06;30/12/2013
17;688,2;16/12/2013
1144;504,05;16/12/2013
1616;1348,52;18/12/2013
462;2759;26/12/2013
497;298,74;14/12/2013
1631;1288,8;18/12/2013
1171;662;20/12/2013
799;150;30/12/2013
1576;317,9;30/12/2013
824;1180,9;19/12/2013
1467;183;24/12/2013
142;1267,6;27/12/2013
1481;229,679;27/12/2013
611;227,12;18/12/2013
1220;761,1;01/09/2014
1845;345;27/12/2013
24;2244;27/12/2013
497;37,5;16/12/2013
559;1053,08;16/12/2013
1564;135,6;20/12/2013
497;42,02;18/12/2013
1220;310;27/12/2013
25;466,8;17/12/2013
1256;68,9;18/12/2013
1220;511,7;30/12/2013
238;465;16/12/2013
410;671;19/12/2013
410;2471,34;19/12/2013
1616;0;31/12/2013
559;1214,17;07/01/2014
15;370,1;14/01/2014
765;311,58;14/01/2014
1054;493,75;13/01/2014
1171;270,4;14/01/2014
387;2725;02/01/2014
1546;9,95;08/01/2014
1033;400,1;02/01/2014
1233;370,8;14/01/2014
1167;407,56;06/01/2014
684;1251,555;06/01/2014
1033;338,8;15/01/2014
1816;5336,99;15/01/2014
434;479,73;15/01/2014
765;489,698;07/01/2014
611;229,98;07/01/2014
1481;190,4;07/01/2014
410;7400;14/01/2014
1213;378,06;14/01/2014
1576;200;08/01/2014
1256;391,94;09/01/2014
123;269,64;15/01/2014
1870;265,9;15/01/2014
1798;200;03/01/2014
123;491,98;08/01/2014
1628;885,1;03/01/2014
1233;127;16/01/2014
142;945;02/01/2014
1546;62;08/01/2014
1480;374,09;08/01/2014
1462;300,02;06/01/2014
459;50;02/01/2014
740;355;07/01/2014
741;355;07/01/2014
739;355;07/01/2014
410;6222,32;10/01/2014
459;148;04/01/2014
1167;182,519;13/01/2014
684;495,521;13/01/2014
497;302,298;10/01/2014
410;1011,5;10/01/2014
142;615;11/01/2014
1467;88,9;13/01/2014
559;207;04/01/2014
1179;189,999;13/01/2014
10;1028,69;13/01/2014
1546;55,23;14/01/2014
1233;325,76;03/01/2014
1517;548;03/01/2014
262;160,2;06/01/2014
1236;217;06/01/2014
410;780;08/01/2014
559;455;14/01/2014
275;263;17/01/2014
1171;290;06/01/2014
459;38;07/01/2014
716;157;07/01/2014
434;443,83;08/01/2014
199;361,97;09/01/2014
142;249,7;07/01/2014
410;99,1;10/01/2014
39;630;03/01/2014
434;120;06/01/2014
1054;310,25;06/01/2014
1529;184,98;07/01/2014
958;464,38;03/01/2014
137;334,18;08/01/2014
137;319,3;08/01/2014
541;219,08;03/01/2014
1220;745,81;08/01/2014
1576;365,9;10/01/2014
1233;62,88;08/01/2014
1033;312,6;08/01/2014
1752;169,5;08/01/2014
765;599,87;02/01/2014
410;2225,12;07/01/2014
1226;711,632;06/01/2014
716;1102,5;08/01/2014
1114;673,93;09/01/2014
1616;2153;08/01/2014
17;977,96;13/01/2014
1872;345,57;20/01/2014
716;205,2;10/01/2014
740;205,2;10/01/2014
459;55;10/01/2014
799;150;14/01/2014
1616;737,86;03/01/2014
410;151,2;03/01/2014
824;313,7;09/01/2014
142;615;14/01/2014
423;188,66;14/01/2014
716;198;14/01/2014
1616;408;09/01/2014
410;763,5;10/01/2014
39;44;13/01/2014
338;687,81;09/01/2014
1752;224,1;15/01/2014
1517;1144,52;15/01/2014
1816;1282,85;13/01/2014
1144;548,38;13/01/2014
1114;109;13/01/2014
5;1380;11/01/2014
459;76,22;13/01/2014
1220;714,5;03/01/2014
25;880,7;13/01/2014
459;90;09/01/2014
15;352,6;10/01/2014
463;100,82;15/01/2014
137;1137,75;15/01/2014
1529;224,135;15/01/2014
1863;891,8;15/01/2014
1462;201,3;13/01/2014
740;198;13/01/2014
434;90;02/01/2014
434;291,78;03/01/2014
684;356,44;10/01/2014
1627;176,43;15/01/2014
423;151;07/01/2014
387;504;07/01/2014
459;47,24;11/01/2014
1816;2530;15/01/2014
459;52;14/01/2014
1517;210;20/01/2014
1576;210,5;03/01/2014
1627;167;03/01/2014
1134;494,93;13/01/2014
1220;194,887;13/01/2014
1546;10;02/01/2014
1481;278,17;02/01/2014
963;178,12;02/01/2014
799;309;20/01/2014
765;334,6;28/01/2014
765;375;21/01/2014
15;536,7;29/01/2014
684;865,05;20/01/2014
17;912,16;28/01/2014
1481;266,2;28/01/2014
1462;208,837;21/01/2014
559;309,96;07/02/2014
1863;110,02;23/01/2014
1213;578,98;29/01/2014
1631;1491,6;23/01/2014
824;758,9;30/01/2014
1576;181,5;16/01/2014
1872;154,6;29/01/2014
459;103;24/01/2014
5;2743,6;31/01/2014
338;696,91;18/01/2014
1171;408,4;20/01/2014
132;594,3;23/01/2014
410;1214;28/01/2014
1627;339,45;21/01/2014
122;558,5;23/01/2014
120;377,7;23/01/2014
150;558,5;23/01/2014
824;441,6;23/01/2014
199;443;24/01/2014
238;600;17/01/2014
1033;433,804;22/01/2014
1872;1083;22/01/2014
199;124,8;21/01/2014
1171;205,39;27/01/2014
1576;433,9;27/01/2014
958;254;31/01/2014
1213;198;31/01/2014
431;107,38;28/01/2014
137;184,709;31/01/2014
611;235,3;22/01/2014
1616;190;28/01/2014
559;893,45;28/01/2014
497;106;28/01/2014
1144;380;27/01/2014
716;128;29/01/2014
611;324,54;16/01/2014
968;432,6;23/01/2014
142;406,2;30/01/2014
410;69;17/01/2014
39;1144,9;23/01/2014
25;935,01;27/01/2014
741;301;20/01/2014
410;206,6;21/01/2014
238;240;20/01/2014
1220;447,8;27/01/2014
112;324;23/01/2014
238;465;16/01/2014
1628;828,15;28/01/2014
25;257,26;28/01/2014
1845;172,5;27/01/2014
963;196,6;22/01/2014
1213;445;21/01/2014
387;504;23/01/2014
1481;322,28;17/01/2014
459;55;24/01/2014
1331;472,5;20/01/2014
459;40;22/01/2014
1236;469,6;24/01/2014
410;310;24/01/2014
1233;241,76;25/01/2014
1816;159,079;27/01/2014
740;150,2;27/01/2014
1256;45,08;25/01/2014
1134;250,101;27/01/2014
1167;154,371;27/01/2014
1845;527,8;27/01/2014
1872;776,76;16/01/2014
5;828;18/01/2014
423;165,78;21/01/2014
684;880,67;28/01/2014
1054;931,58;27/01/2014
1033;335,063;29/01/2014
434;424,7;29/01/2014
1256;22;30/01/2014
1616;1518,05;16/01/2014
39;410;16/01/2014
1863;652,1;22/01/2014
1863;707,14;27/01/2014
1627;152,36;28/01/2014
459;60;17/01/2014
1467;155;17/01/2014
1616;208,9;30/01/2014
611;378,77;30/01/2014
740;31,8;30/01/2014
410;3831;31/01/2014
137;730,7;31/01/2014
740;158,22;22/01/2014
1253;287,5;23/01/2014
1233;355,86;29/01/2014
410;1622;29/01/2014
497;45;29/01/2014
824;164;16/01/2014
10;1476,86;28/01/2014
1462;200,1;28/01/2014
1576;190,95;20/01/2014
1114;458,5;20/01/2014
1256;23,96;22/01/2014
199;876;30/01/2014
958;299,6;16/01/2014
142;724,1;16/01/2014
174;324;23/01/2014
684;416,32;17/01/2014
1220;442,8;20/01/2014
1467;13,5;23/01/2014
1054;533,4;21/01/2014
434;329,2;22/01/2014
294;528;28/01/2014
17;320;30/01/2014
5;2003,8;22/01/2014
1490;660;31/01/2014
1616;1692,9;22/01/2014
179;864,6;23/01/2014
12;417,8;23/01/2014
1167;130,499;21/01/2014
142;240,8;04/02/2014
459;70;12/02/2014
1467;145;12/02/2014
423;164,06;12/02/2014
824;887,4;13/02/2014
1054;200,86;03/02/2014
1576;486,47;10/02/2014
1816;5369,17;12/02/2014
1233;265,19;13/02/2014
968;523,026;13/02/2014
1213;239,5;13/02/2014
1863;210;07/02/2014
25;562,5;11/02/2014
684;5427,141;04/02/2014
541;649,08;10/02/2014
1054;390,729;10/02/2014
824;699,9;06/02/2014
765;857,08;11/02/2014
459;46;15/02/2014
410;1480;14/02/2014
262;160,2;06/02/2014
434;595,81;12/02/2014
1114;224;12/02/2014
1167;196,901;03/02/2014
685;814,7;12/02/2014
1226;980,56;03/02/2014
1517;465,236;05/02/2014
1134;452,6;13/02/2014
1220;944,7;10/02/2014
1546;5;10/02/2014
1114;289,4;11/02/2014
137;481,2;12/02/2014
963;186,2;05/02/2014
1481;327,526;10/02/2014
1546;35,7;05/02/2014
611;227,93;10/02/2014
1033;336,126;05/02/2014
1447;2358,4;11/02/2014
1236;304;10/02/2014
434;452,34;05/02/2014
195;168;10/02/2014
15;528,16;06/02/2014
1114;367,7;03/02/2014
1256;152,57;13/02/2014
410;1222;06/02/2014
1256;41;07/02/2014
1863;158,4;07/02/2014
423;178,35;04/02/2014
1462;303,1;10/02/2014
1171;172;10/02/2014
137;184,219;05/02/2014
1627;169,9;06/02/2014
1144;404,99;10/02/2014
1256;29,11;04/02/2014
684;1397;12/02/2014
123;196;05/02/2014
684;0;05/02/2014
1033;152,659;12/02/2014
611;238,6;06/02/2014
1576;292;04/02/2014
410;402;04/02/2014
142;1032,2;12/02/2014
1872;740;14/02/2014
17;1210,51;10/02/2014
410;6450;13/02/2014
1220;437,8;03/02/2014
10;656,75;10/02/2014
716;990,5;12/02/2014
1616;1559,87;05/02/2014
1863;315;05/02/2014
1220;150,95;06/02/2014
25;415;10/02/2014
684;853,57;03/02/2014
824;455,3;04/02/2014
799;150;04/02/2014
137;32,8;05/02/2014
1462;214,3;12/02/2014
1215;154;10/02/2014
459;30;13/02/2014
1226;403,04;13/02/2014
1616;757,14;13/02/2014
1453;396;14/02/2014
1816;3435;10/02/2014
1616;222;10/02/2014
410;856,07;10/02/2014
1233;46,89;04/02/2014
1447;339,5;04/02/2014
684;343,54;10/02/2014
1872;169;10/02/2014
684;54,52;03/02/2014
652;186;06/02/2014
459;50;07/02/2014
1872;334,4;10/02/2014
740;157,5;03/02/2014
410;10571,6;03/02/2014
1144;273,55;17/02/2014
799;160,2;24/02/2014
1529;189,882;19/02/2014
824;637,4;20/02/2014
1546;94,6;20/02/2014
1863;324,3;25/02/2014
1481;299,263;21/02/2014
10;1039,96;24/02/2014
765;377,5;25/02/2014
1863;617,02;17/02/2014
1215;163;19/02/2014
1144;301,6;24/02/2014
765;344,1;18/02/2014
1958;250,6;26/02/2014
1167;361,814;17/02/2014
142;362,9;25/02/2014
25;389,52;26/02/2014
1447;625,55;18/02/2014
1628;407,272;18/02/2014
15;661,8;26/02/2014
1962;437,42;26/02/2014
716;514,03;21/02/2014
611;252,07;26/02/2014
1872;849,4;26/02/2014
410;744;27/02/2014
410;649;27/02/2014
541;165,496;17/02/2014
459;60;20/02/2014
137;553;20/02/2014
179;877;17/02/2014
1616;164,5;20/02/2014
1054;695,9;28/02/2014
5;1924,5;27/02/2014
1220;754,3;24/02/2014
1481;178,294;28/02/2014
1220;258,56;17/02/2014
892;429,28;20/02/2014
1576;164,85;27/02/2014
1226;152,7;28/02/2014
1970;165;28/02/2014
1970;77,01;28/02/2014
1171;338,385;03/03/2014
1054;570,88;24/02/2014
1167;310,931;03/03/2014
1054;883,13;03/03/2014
1576;167,2;21/02/2014
1616;797,8;05/03/2014
1517;255,97;18/02/2014
5;948;01/03/2014
1033;318,5;19/02/2014
431;90,02;22/02/2014
410;4212,15;28/02/2014
1752;167,328;19/02/2014
1631;1360,8;20/02/2014
1447;2351,1;05/03/2014
1179;336,09;24/02/2014
541;372;24/02/2014
1970;145,2;21/02/2014
1134;205,6;24/02/2014
1167;238,815;24/02/2014
1970;6,25;24/02/2014
17;1334,37;24/02/2014
684;295,93;24/02/2014
497;316,77;21/02/2014
410;4630;17/02/2014
123;552,05;20/02/2014
1616;1149,42;25/02/2014
1462;424,3;25/02/2014
122;247;17/02/2014
12;506,5;17/02/2014
740;208,9;18/02/2014
1627;299;25/02/2014
1462;303,5;18/02/2014
423;229,66;25/02/2014
1256;294,96;26/02/2014
1213;987,2;26/02/2014
1054;522,215;17/02/2014
132;1634;17/02/2014
120;937;17/02/2014
1961;578,731;19/02/2014
1480;242,7;20/02/2014
1958;248;19/02/2014
1962;461,82;19/02/2014
434;606,98;26/02/2014
434;108;20/02/2014
1863;1694,5;20/02/2014
611;238;20/02/2014
1220;340;27/02/2014
1616;1213,86;19/02/2014
1546;42;24/02/2014
963;433,245;26/02/2014
824;994,9;27/02/2014
740;192,5;01/03/2014
174;216;17/02/2014
39;160;24/02/2014
142;724,4;20/02/2014
684;162,5;27/02/2014
958;555;21/02/2014
1171;169,04;17/02/2014
15;847,4;17/02/2014
150;592;17/02/2014
684;187,346;17/02/2014
308;101,2;21/02/2014
559;293,33;26/02/2014
1033;659,596;26/02/2014
1215;136,88;17/02/2014
1114;171,27;17/02/2014
1171;304,095;24/02/2014
684;0;17/02/2014
559;792;18/02/2014
1114;301,5;20/02/2014
39;189;26/02/2014
5;714;25/02/2014
25;415,16;25/02/2014
410;10143,5;27/02/2014
1546;33,5;28/02/2014
410;1877,2;21/02/2014
1863;255;26/02/2014
199;1176,11;21/02/2014
2035;915;12/03/2014
1845;183,86;12/03/2014
1798;212,8;12/03/2014
497;552,5;11/03/2014
137;480,2;07/03/2014
1816;952;14/03/2014
410;2029,8;17/03/2014
1631;859,68;12/03/2014
294;528;11/03/2014
1213;334,61;12/03/2014
275;327;12/03/2014
684;777,59;12/03/2014
123;167,76;12/03/2014
1462;392,6;06/03/2014
1233;333,51;07/03/2014
1546;25,66;12/03/2014
434;395,09;12/03/2014
1054;317,488;17/03/2014
338;505,7;07/03/2014
968;448,96;10/03/2014
410;840;12/03/2014
142;450,3;13/03/2014
824;462,5;13/03/2014
112;525;13/03/2014
1576;203,2;01/09/2014
1863;176,6;18/03/2014
1480;929,47;18/03/2014
1114;304;18/03/2014
1616;241,234;13/03/2014
1517;828,8;13/03/2014
1481;0;18/03/2014
1616;492,49;11/03/2014
1576;350;06/03/2014
611;160,15;14/03/2014
410;1419,05;14/03/2014
1961;402;19/03/2014
1616;1011,2;19/03/2014
410;0;06/03/2014
410;357,6;07/03/2014
39;570;13/03/2014
1134;178,907;17/03/2014
410;790;17/03/2014
824;167,7;17/03/2014
1114;145;12/03/2014
132;1281;13/03/2014
174;763;13/03/2014
824;764,8;19/03/2014
1114;431,23;19/03/2014
1179;224,545;10/03/2014
1467;194;13/03/2014
5;1398;20/03/2014
5;1580;07/03/2014
799;380,1;10/03/2014
410;2350;19/03/2014
15;648,9;11/03/2014
1447;1454,3;11/03/2014
1627;300;11/03/2014
958;477;27/03/2014
1481;284,384;07/03/2014
434;677,68;19/03/2014
123;355,38;19/03/2014
137;309,3;19/03/2014
1033;128;19/03/2014
1233;169,67;11/03/2014
1962;180,44;12/03/2014
137;431,94;12/03/2014
123;480,2;07/03/2014
559;1460,42;10/03/2014
1033;343,74;06/03/2014
2039;553,1;12/03/2014
122;1008;13/03/2014
179;1526;13/03/2014
123;770;13/03/2014
1863;191,52;06/03/2014
123;309,5;12/03/2014
1816;3414,49;07/03/2014
120;672;13/03/2014
17;695,807;11/03/2014
1114;644,87;11/03/2014
1628;519,8;11/03/2014
39;312;10/03/2014
1179;176,297;10/03/2014
1171;420,543;10/03/2014
10;2042,28;10/03/2014
434;365,91;05/03/2014
1958;332,262;19/03/2014
387;2150;19/03/2014
611;298,77;05/03/2014
541;375,9;10/03/2014
684;441,87;17/03/2014
1870;250,5;12/03/2014
1546;15,4;12/03/2014
1220;278;14/03/2014
431;210,5;06/03/2014
1576;284;10/03/2014
25;604,72;11/03/2014
611;221,61;11/03/2014
541;186;18/03/2014
1752;167,8;06/03/2014
25;1122;11/03/2014
1144;631;10/03/2014
765;502,799;11/03/2014
1529;256,952;17/03/2014
1226;778,35;06/03/2014
1167;116,43;10/03/2014
1236;526,9;15/03/2014
824;656,2;06/03/2014
423;184,56;10/03/2014
1467;77,14;11/03/2014
1447;983,25;12/03/2014
150;574;13/03/2014
12;525;13/03/2014
1171;153,588;17/03/2014
672;179,334;05/03/2014
1134;341,518;10/03/2014
1220;492,78;10/03/2014
410;930;19/03/2014
142;864,3;06/03/2014
1863;462,27;11/03/2014
238;1580;13/03/2014
1220;297,7;17/03/2014
1256;199,5;13/03/2014
716;683,64;18/03/2014
262;381;11/03/2014
1171;236,9;17/03/2014
199;504;17/03/2014
1481;227,46;18/03/2014
1033;218;12/03/2014
2020;645,47;05/03/2014
1233;297,1;20/03/2014
1958;201,992;01/04/2014
1576;19,2;01/04/2014
1752;196,8;26/03/2014
611;160,682;27/03/2014
142;198,1;27/03/2014
1213;0;26/03/2014
1872;386,8;28/03/2014
1256;356,62;01/04/2014
1863;733,6;27/03/2014
5;226,92;22/03/2014
1481;193,242;27/03/2014
1215;326,48;31/03/2014
799;227,8;31/03/2014
1171;298,2;31/03/2014
1253;539,479;20/03/2014
1054;229,598;31/03/2014
611;321,87;20/03/2014
17;887,61;25/03/2014
10;1523,33;25/03/2014
1627;254,5;25/03/2014
892;228,64;31/03/2014
1628;313,3;25/03/2014
1546;96,96;30/04/2014
1872;498,42;20/03/2014
1970;24,9;24/03/2014
740;377,5;24/03/2014
1033;305,581;02/04/2014
1447;1456,1;24/03/2014
765;365,66;25/03/2014
1627;381,75;01/04/2014
1962;271,95;26/03/2014
1226;213,15;02/04/2014
1870;272,41;02/04/2014
410;717,5;21/03/2014
2038;1824,85;25/03/2014
1233;289,67;02/04/2014
824;1747;26/03/2014
716;997;02/04/2014
1167;397,873;24/03/2014
132;968;03/04/2014
5;64,72;25/03/2014
1213;1099,354;26/03/2014
1962;476,95;02/04/2014
1462;231,6;02/04/2014
684;2069,84;24/03/2014
112;236,4;03/04/2014
423;199,02;03/04/2014
137;278,27;03/04/2014
611;173,18;03/04/2014
120;774;03/04/2014
122;572;03/04/2014
611;237,45;25/03/2014
410;6705;21/03/2014
123;168;26/03/2014
1033;177;26/03/2014
685;887,45;27/03/2014
1462;430,32;20/03/2014
716;153,85;25/03/2014
1546;42,3;25/03/2014
199;691,5;27/03/2014
1226;619,13;27/03/2014
1970;53,3;28/03/2014
1213;197,5;28/03/2014
195;168;31/03/2014
1517;463;27/03/2014
1576;180,7;31/03/2014
740;320;28/03/2014
