CODCLI,dcadastro_dias,d1,d2,d3,dmedia,ddesvio,r,f,v,ultcompjanela,clr,clf,clv,rfv,cluster
800,3836,9,8,12,9.66666666666667,2.0816659994661326,2561,24,5624.45,2017-01-26,2,2,1,5,mid value costumers
801,3137,7,7,13,9,3.4641016151377544,15,296,204272.88,2024-01-16,3,3,2,8,high value costumers
802,1989,12,9,5,8.66666666666667,3.5118845842842465,1,168,101547.53,2024-01-30,3,1,2,6,mid value costumers
803,3925,8,7,7,7.33333333333333,0.5773502691896257,3555,50,18303.09,2014-05-08,0,2,1,3,low value costumers
804,3852,30,14,35,26.3333333333333,10.969655114602888,3500,21,4803.71,2014-07-02,0,2,1,3,low value costumers
805,3920,5,2,5,4,1.7320508075688772,225,142,61076.68,2023-06-20,3,1,1,5,mid value costumers
807,3864,34,29,34,32.3333333333333,2.886751345948129,3067,23,6012.29,2015-09-08,0,2,1,3,low value costumers
811,3919,34,27,15,25.3333333333333,9.60902353693305,2171,66,13696.05,2018-02-20,2,1,1,4,low value costumers
812,3757,84,28,37,49.6666666666667,30.072135496724094,1511,82,144927.25,2019-12-12,2,1,2,5,mid value costumers
813,2291,34,14,1,16.3333333333333,16.623276853055575,2193,7,1033.96,2018-01-29,2,2,1,5,mid value costumers
815,2884,332,28,33,131,174.08905766876907,55,11,3335.05,2023-12-07,3,2,1,6,mid value costumers
817,3543,31,105,14,50,48.38388161361178,467,47,10766.15,2022-10-21,3,2,1,6,mid value costumers
818,3851,344,1805,99,749.333333333333,922.4046472851995,489,12,3886.85,2022-09-29,3,2,1,6,mid value costumers
819,3849,58,43,123,74.6666666666667,42.524502740576914,3394,5,1876.69,2014-10-16,0,2,1,3,low value costumers
824,3906,4,3,3,3.33333333333333,0.5773502691896257,2,957,616524.35,2024-01-29,3,0,0,3,low value costumers
826,3920,36,8,12,18.6666666666667,15.14375558880073,896,32,12531.84,2021-08-18,1,2,1,4,low value costumers
832,3893,56,1155,217,476,593.5157959144811,1646,23,17568.17,2019-07-30,2,2,1,5,mid value costumers
833,3758,538,68,36,214,281.04803859838626,365,7,2130.3,2023-01-31,3,2,1,6,mid value costumers
834,3919,7,7,7,7,0,2,212,148258.06,2024-01-29,3,3,2,8,high value costumers
835,2634,47,28,12,29,17.52141546793523,1094,25,27522.78,2021-02-01,1,2,1,4,low value costumers
837,3905,401,181,83,221.666666666667,162.85371759138116,965,26,9319.78,2021-06-10,1,2,1,4,low value costumers
842,3901,1,29,32,20.6666666666667,17.09775813764288,1756,65,64039.17,2019-04-11,2,1,1,4,low value costumers
845,2058,125,141,31,99,59.430631832414505,23,20,4375.35,2024-01-08,3,2,1,6,mid value costumers
847,243,5,29,35,23,15.874507866387544,22,9,7948.429999999999,2024-01-09,3,2,1,6,mid value costumers
848,3922,12,22,12,15.3333333333333,5.773502691896258,2424,59,20020.5,2017-06-12,2,1,1,4,low value costumers
849,3774,77,12,1,30,41.0731055558257,2072,130,61695.93,2018-05-30,2,1,1,4,low value costumers
854,3863,707,65,182,318,341.92543046693675,2477,13,3026.17,2017-04-20,2,2,1,5,mid value costumers
857,3922,12,12,18,14,3.4641016151377544,3082,101,66471.56,2015-08-24,0,1,1,2,low value costumers
859,3925,2428,7,7,814,1397.765001708084,1465,7,2221.34,2020-01-27,1,2,1,4,low value costumers
868,2351,74,35,35,48,22.516660498395403,1990,12,2316.17,2018-08-20,2,2,1,5,mid value costumers
869,3717,88,33,79,66.6666666666667,29.501412395567325,2168,25,14359.19,2018-02-23,2,2,1,5,mid value costumers
871,3914,72,24,11,35.6666666666667,32.129944496269104,2743,64,24179.17,2016-07-28,0,1,1,2,low value costumers
873,3898,56,29,48,44.3333333333333,13.868429375143148,3696,8,3318.54,2013-12-18,0,2,1,3,low value costumers
874,3551,22,19,16,19,3,1723,75,66683.2,2019-05-14,2,1,1,4,low value costumers
877,3801,458,2887,69,1138,1527.1152543275834,387,4,1209.44,2023-01-09,3,2,1,6,mid value costumers
878,2394,30,32,49,37,10.44030650891055,21,98,30688.260000000002,2024-01-10,3,1,1,5,mid value costumers
879,3920,14,8,20,14,6,3296,51,10355.61,2015-01-22,0,2,1,3,low value costumers
883,3925,285,7,23,105,156.08971779076288,1142,135,94274.04,2020-12-15,1,1,1,3,low value costumers
884,3926,7,7,7,7,0,3192,104,32612.12,2015-05-06,0,1,1,2,low value costumers
886,3922,19,227,70,105.333333333333,108.40817927321413,484,117,26523.27,2022-10-04,3,1,1,5,mid value costumers
890,3914,13,20,11,14.6666666666667,4.725815626252608,3845,6,1279.5,2013-07-22,0,2,1,3,low value costumers
891,3556,9,8,21,12.6666666666667,7.234178138070235,3113,29,40594.23,2015-07-24,0,2,1,3,low value costumers
892,3773,41,1322,43,468.666666666667,739.009021144758,63,57,35999.38,2023-11-29,3,1,1,5,mid value costumers
895,3919,21,21,35,25.6666666666667,8.082903768654761,3451,26,7553.49,2014-08-20,0,2,1,3,low value costumers
903,3877,14,21,14,16.3333333333333,4.041451884327381,2318,56,118828.06,2017-09-26,2,1,2,5,mid value costumers
906,2728,75,59,208,114,81.79853299418028,2191,8,3662,2018-01-31,2,2,1,5,mid value costumers
908,3914,13,21,14,16,4.358898943540674,765,122,96557.41,2021-12-27,1,1,2,4,low value costumers
909,3892,15,3,31,16.3333333333333,14.047538337136986,3690,5,3175.63,2013-12-24,0,2,1,3,low value costumers
913,3920,84,112,14,70,50.47771785649585,2736,47,12410.17,2016-08-04,0,2,1,3,low value costumers
914,3922,35,35,35,35,0,3506,17,7224.19,2014-06-26,0,2,1,3,low value costumers
916,3921,35,2,14,17,16.703293088490067,3366,59,24024.97,2014-11-13,0,1,1,2,low value costumers
917,3815,36,49,553,212.666666666667,294.80897770138097,3177,4,1939.2,2015-05-21,0,2,1,3,low value costumers
920,3922,203,91,315,203,112,1311,76,18908.170000000002,2020-06-29,1,1,1,3,low value costumers
921,3922,35,28,5,22.6666666666667,15.695009822658072,3530,17,6267.2,2014-06-02,0,2,1,3,low value costumers
922,3789,74,30,126,76.6666666666667,48.05552344250693,219,16,5897.17,2023-06-26,3,2,1,6,mid value costumers
923,3893,110,6,94,70,56,156,123,110687.52,2023-08-28,3,1,2,6,mid value costumers
925,3870,7,64,10,27,32.07802986469088,3500,16,6267.07,2014-07-02,0,2,1,3,low value costumers
926,3905,64,1182,14,420,660.3847363469267,2366,21,8263.35,2017-08-09,2,2,1,5,mid value costumers
927,3817,11,14,7,10.6666666666667,3.5118845842842465,3099,59,33306.43,2015-08-07,0,1,1,2,low value costumers
931,3759,26,1,7,11.3333333333333,13.051181300301263,1507,27,23703.5,2019-12-16,2,2,1,5,mid value costumers
932,3912,48,21,35,34.6666666666667,13.503086067019396,324,133,41002.21,2023-03-13,3,1,1,5,mid value costumers
933,3922,1,26,189,72,102.0930947713899,1763,102,55773.93,2019-04-04,2,1,1,4,low value costumers
936,3908,15,4,3,7.33333333333333,6.658328118479393,749,40,14056.16,2022-01-12,1,2,1,4,low value costumers
938,3907,14,8,13,11.6666666666667,3.2145502536643185,3808,9,3911.08,2013-08-28,0,2,1,3,low value costumers
939,3830,1700,391,201,764,816.1476582089788,1346,32,35151.92,2020-05-25,1,2,1,4,low value costumers
940,3920,4,7,4,5,1.7320508075688772,3071,82,48600.21,2015-09-04,0,1,1,2,low value costumers
941,3912,56,32,34,40.6666666666667,13.316656236958787,3173,17,10109.16,2015-05-25,0,2,1,3,low value costumers
947,1876,11,22,30,21,9.539392014169456,1,30,48077,2024-01-30,3,2,1,6,mid value costumers
953,2253,2,36,20,19.3333333333333,17.009801096230763,62,83,43285.07,2023-11-30,3,1,1,5,mid value costumers
956,3870,1,13,1,5,6.928203230275509,3652,25,12747.699999999999,2014-01-31,0,2,1,3,low value costumers
957,3919,14,7,7,9.33333333333333,4.041451884327381,2031,111,112175.72,2018-07-10,2,1,2,5,mid value costumers
958,3922,106,56,29,63.6666666666667,39.068316233660916,14,133,58574.85,2024-01-17,3,1,1,5,mid value costumers
959,3912,13,7,14,11.3333333333333,3.7859388972001824,3787,10,1577.65,2013-09-18,0,2,1,3,low value costumers
962,3891,14,7,21,14,7,3185,16,9445.11,2015-05-13,0,2,1,3,low value costumers
963,3891,8,34,14,18.6666666666667,13.613718571108091,15,143,37711.340000000004,2024-01-16,3,1,1,5,mid value costumers
965,3919,7,8,7,7.33333333333333,0.5773502691896257,1855,205,52928.14,2019-01-02,2,3,1,6,mid value costumers
966,3926,14,21,14,16.3333333333333,4.041451884327381,2073,178,49183.65,2018-05-29,2,3,1,6,mid value costumers
967,3905,783,238,195,405.333333333333,327.7748210789434,2591,6,1224.68,2016-12-27,0,2,1,3,low value costumers
968,3824,62,63,21,48.6666666666667,23.96525262402492,2,183,81926.85,2024-01-29,3,3,1,7,high value costumers
970,3915,42,28,169,79.6666666666667,77.6809715009624,2521,55,23528,2017-03-07,2,2,1,5,mid value costumers
971,3926,7,14,7,9.33333333333333,4.041451884327381,3409,36,7923.35,2014-10-01,0,2,1,3,low value costumers
972,3906,51,61,22,44.6666666666667,20.256686138984662,3226,18,20149.23,2015-04-02,0,2,1,3,low value costumers
995,2939,57,70,20,49,25.942243542145693,2533,9,3400.02,2017-02-23,2,2,1,5,mid value costumers
1000,155,26,17,27,23.3333333333333,5.507570547286102,22,7,23829,2024-01-09,3,2,1,6,mid value costumers
1015,2997,32,46,94,57.3333333333333,32.516662395352526,75,41,13022.8,2023-11-17,3,2,1,6,mid value costumers
1025,2974,58,107,32,65.6666666666667,38.083242158898884,2574,9,2653.58,2017-01-13,0,2,1,3,low value costumers
1028,3444,14,1,4,6.33333333333333,6.8068592855540455,28,124,473788.85,2024-01-03,3,1,0,4,low value costumers
1033,3925,8,13,14,11.6666666666667,3.2145502536643185,15,318,77434.57,2024-01-16,3,3,1,7,high value costumers
1034,1842,3,20,61,28,29.816103031751148,12,47,146012.97,2024-01-19,3,2,2,7,high value costumers
1044,3648,88,22,13,41,40.95119045888654,1086,28,29180.62,2021-02-09,1,2,1,4,low value costumers
1054,3921,8,7,24,13,9.539392014169456,1,214,109393.79,2024-01-30,3,3,2,8,high value costumers
1077,3565,1782,61,65,636,992.4671279191065,1398,5,750.6899999999999,2020-04-03,1,2,1,4,low value costumers
1083,3915,22,8,21,17,7.810249675906654,3626,27,6363.58,2014-02-26,0,2,1,3,low value costumers
1096,3696,3,5,2,3.33333333333333,1.5275252316519468,1644,373,122922.87,2019-08-01,2,3,2,7,high value costumers
1099,2305,62,69,29,53.3333333333333,21.361959960016154,2102,6,1842.25,2018-04-30,2,2,1,5,mid value costumers
1100,3901,28,36,21,28.3333333333333,7.505553499465135,2976,24,4077.2200000000003,2015-12-08,0,2,1,3,low value costumers
